Date;lat;lon_left;Gravité;perturbation;ame;Côté aménagement;Sens;Aménagement;Côté aménagement;Gravité
2019-10-24;48.87567275931033;2.319586336719872;1.0;0;False;;;;;1.0
2019-10-24;48.87567275931033;2.319586336719872;1.0;0;False;;;;;1.0
2019-10-24;48.87567275931033;2.319586336719872;1.0;0;False;;;;;1.0
2019-10-24;48.87567275931033;2.319586336719872;1.0;0;False;;;;;1.0
2023-02-08;48.823715404;2.3649010062;1.0;0;True;gauche;sens contraire de la voie;voie piétonne;gauche;1.0
2023-02-08;48.823715404;2.3649010062;1.0;0;True;droit;;voie piétonne;droit;1.0
2017-06-13;48.8529;2.38851;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2017-06-13;48.8529;2.38851;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2017-06-13;48.8529;2.38851;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-02-04;48.830448;2.329134;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-02-04;48.830448;2.329134;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-02-04;48.830448;2.329134;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-02-04;48.830448;2.329134;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-01-16;48.860579;2.34937;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2022-01-16;48.860579;2.34937;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-05-23;48.835178;2.398772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2017-12-21;48.8826;2.31037;1.0;0;False;;;;;1.0
2017-12-21;48.8826;2.31037;1.0;0;False;;;;;1.0
2017-12-21;48.8826;2.31037;1.0;0;False;;;;;1.0
2017-12-21;48.8826;2.31037;1.0;0;False;;;;;1.0
2017-12-21;48.8826;2.31037;1.0;0;False;;;;;1.0
2017-12-21;48.8826;2.31037;1.0;0;False;;;;;1.0
2017-12-21;48.8826;2.31037;1.0;0;False;;;;;1.0
2017-12-21;48.8826;2.31037;1.0;0;False;;;;;1.0
2018-07-25;48.88774;2.39802;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2018-07-25;48.88774;2.39802;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2018-07-25;48.88774;2.39802;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2018-07-25;48.88774;2.39802;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2018-07-25;48.88774;2.39802;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-09-22;48.859563;2.329276;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-12-12;48.8271;2.356985;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2020-12-12;48.8271;2.356985;1.0;0;True;droit;;piste cyclable;droit;1.0
2020-12-12;48.8271;2.356985;1.0;0;True;droit;;piste cyclable;droit;1.0
2020-12-12;48.8271;2.356985;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2022-10-21;48.84149;2.30794;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2022-07-11;48.852094;2.340315;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2022-07-11;48.852094;2.340315;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2022-07-11;48.852094;2.340315;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2022-07-11;48.852094;2.340315;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2023-10-04;48.893967;2.321427;1.0;0;True;gauche;sens contraire de la voie;double-sens cyclable simple;gauche;1.0
2023-10-04;48.893967;2.321427;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2023-10-04;48.893967;2.321427;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2023-10-04;48.893967;2.321427;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2023-10-04;48.893967;2.321427;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2023-10-04;48.893967;2.321427;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2023-10-04;48.893967;2.321427;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2020-07-25;48.855065;2.361682;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-07-25;48.855065;2.361682;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-07-25;48.855065;2.361682;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-07-25;48.855065;2.361682;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-07-04;48.884887;2.359345;1.0;0;True;droit;même sens que la voie;couloir bus ouvert aux vélos;droit;1.0
2018-01-26;48.8457;2.29138;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2019-07-28;48.87095826629374;2.334159442813772;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-10-15;48.857194;2.352381;1.0;0;False;;;;;1.0
2022-10-15;48.857194;2.352381;1.0;0;False;;;;;1.0
2022-10-15;48.857194;2.352381;1.0;0;False;;;;;1.0
2022-10-15;48.857194;2.352381;1.0;0;False;;;;;1.0
2022-10-15;48.857194;2.352381;1.0;0;False;;;;;1.0
2022-10-15;48.857194;2.352381;1.0;0;False;;;;;1.0
2022-06-02;48.854322;2.262715;1.0;0;True;gauche;sens contraire de la voie;bande cyclable;gauche;1.0
2022-06-02;48.854322;2.262715;1.0;0;True;gauche;sens contraire de la voie;bande cyclable;gauche;1.0
2022-06-02;48.854322;2.262715;1.0;0;True;droit;même sens que la voie;bande cyclable;droit;1.0
2022-06-02;48.854322;2.262715;1.0;0;True;droit;;bande cyclable;droit;1.0
2022-11-24;48.822235;2.33039;1.0;0;True;droit;;piste cyclable;droit;1.0
2022-11-24;48.822235;2.33039;1.0;0;True;droit;;piste cyclable;droit;1.0
2022-11-24;48.822235;2.33039;1.0;0;True;droit;;piste cyclable;droit;1.0
2022-11-24;48.822235;2.33039;1.0;0;True;droit;;piste cyclable;droit;1.0
2021-03-20;48.860984;2.314958;1.0;0;True;droit;;piste cyclable;droit;1.0
2021-03-20;48.860984;2.314958;1.0;0;True;droit;;piste cyclable;droit;1.0
2021-03-20;48.860984;2.314958;1.0;0;True;droit;;piste cyclable;droit;1.0
2021-03-20;48.860984;2.314958;1.0;0;True;droit;;piste cyclable;droit;1.0
2021-03-20;48.860984;2.314958;1.0;0;True;droit;;piste cyclable;droit;1.0
2021-04-27;48.865459;2.356123;1.0;0;True;droit;;bande cyclable;droit;1.0
2021-04-27;48.865459;2.356123;1.0;0;True;droit;;bande cyclable;droit;1.0
2021-11-04;48.822839;2.327596;1.0;0;False;;;;;1.0
2021-11-04;48.822839;2.327596;1.0;0;False;;;;;1.0
2021-11-04;48.822839;2.327596;1.0;0;False;;;;;1.0
2021-11-04;48.822839;2.327596;1.0;0;False;;;;;1.0
2021-11-04;48.822839;2.327596;1.0;0;False;;;;;1.0
2021-11-04;48.822839;2.327596;1.0;0;False;;;;;1.0
2021-11-04;48.822839;2.327596;1.0;0;False;;;;;1.0
2020-07-29;48.834205;2.353656;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-07-29;48.834205;2.353656;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2020-05-28;48.850493;2.406403;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-05-28;48.850493;2.406403;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-05-28;48.850493;2.406403;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-05-28;48.850493;2.406403;1.0;0;True;droit;même sens que la voie;couloir bus ouvert aux vélos;droit;1.0
2020-01-14;48.84569016026657;2.345905065823022;1.0;0;True;gauche;sens contraire de la voie;double-sens cyclable simple;gauche;1.0
2020-01-14;48.84569016026657;2.345905065823022;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2020-01-14;48.84569016026657;2.345905065823022;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2020-12-13;48.833882;2.308113;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2020-12-13;48.833882;2.308113;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-12-13;48.833882;2.308113;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-12-13;48.833882;2.308113;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-04-14;48.861903;2.356934;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-04-14;48.861903;2.356934;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-04-14;48.861903;2.356934;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-04-14;48.861903;2.356934;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-04-14;48.861903;2.356934;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-04-14;48.861903;2.356934;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-04-14;48.861903;2.356934;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-04-14;48.861903;2.356934;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2022-11-17;48.869876;2.354575;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2022-11-17;48.869876;2.354575;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2021-01-16;48.845293;2.276037;1.0;0;False;;;;;1.0
2022-10-27;48.863961;2.27886;1.0;0;True;gauche;même sens que la voie;piste cyclable;gauche;1.0
2022-10-27;48.863961;2.27886;1.0;0;True;gauche;même sens que la voie;piste cyclable;gauche;1.0
2022-10-27;48.863961;2.27886;1.0;0;True;gauche;même sens que la voie;piste cyclable;gauche;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-20;48.872786;2.280393;1.0;0;False;;;;;1.0
2023-11-25;48.834062;2.454936;1.0;0;True;droit;même sens que la voie;bande cyclable;droit;1.0
2023-11-25;48.834062;2.454936;1.0;0;True;gauche;sens contraire de la voie;bande cyclable;gauche;1.0
2023-11-25;48.834062;2.454936;1.0;0;True;gauche;sens contraire de la voie;bande cyclable;gauche;1.0
2023-11-25;48.834062;2.454936;1.0;0;True;droit;;bande cyclable;droit;1.0
2018-09-29;48.86;2.35;1.0;0;True;gauche;sens contraire de la voie;voie piétonne;gauche;1.0
2018-09-29;48.86;2.35;1.0;0;True;droit;;voie piétonne;droit;1.0
2018-09-29;48.86;2.35;1.0;0;True;droit;même sens que la voie;voie piétonne;droit;1.0
2018-09-29;48.86;2.35;1.0;0;True;gauche;même sens que la voie;voie piétonne;gauche;1.0
2018-09-29;48.86;2.35;1.0;0;True;droit;;voie piétonne;droit;1.0
2018-09-29;48.86;2.35;1.0;0;True;gauche;même sens que la voie;voie piétonne;gauche;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2018-09-13;48.8728;2.35871;1.0;0;False;;;;;1.0
2021-06-25;48.83892;2.353238;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2021-06-25;48.83892;2.353238;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2021-06-25;48.83892;2.353238;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2021-06-25;48.83892;2.353238;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2021-06-25;48.83892;2.353238;1.0;0;True;gauche;sens contraire de la voie;double-sens cyclable simple;gauche;1.0
2021-06-25;48.83892;2.353238;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2021-06-25;48.83892;2.353238;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2020-09-28;48.873159;2.375569;1.0;0;False;;;;;1.0
2020-09-28;48.873159;2.375569;1.0;0;False;;;;;1.0
2020-09-28;48.873159;2.375569;1.0;0;False;;;;;1.0
2020-07-09;48.890403;2.355827;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2020-06-09;48.854636;2.362768;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2020-06-09;48.854636;2.362768;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2020-06-09;48.854636;2.362768;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2020-06-09;48.854636;2.362768;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2021-08-20;48.863764;2.370116;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2021-09-10;48.823387;2.375028;1.0;0;False;;;;;1.0
2021-09-10;48.823387;2.375028;1.0;0;False;;;;;1.0
2021-09-10;48.823387;2.375028;1.0;0;False;;;;;1.0
2021-09-10;48.823387;2.375028;1.0;0;False;;;;;1.0
2021-09-12;48.86417369827296;2.3202051795486294;1.0;0;True;gauche;sens contraire de la voie;bande cyclable;gauche;1.0
2021-09-12;48.86417369827296;2.3202051795486294;1.0;0;True;droit;;bande cyclable;droit;1.0
2021-09-12;48.86417369827296;2.3202051795486294;1.0;0;True;droit;;bande cyclable;droit;1.0
2021-09-12;48.86417369827296;2.3202051795486294;1.0;0;True;gauche;sens contraire de la voie;bande cyclable;gauche;1.0
2021-09-12;48.86417369827296;2.3202051795486294;1.0;0;True;droit;;bande cyclable;droit;1.0
2021-09-12;48.86417369827296;2.3202051795486294;1.0;0;True;gauche;sens contraire de la voie;bande cyclable;gauche;1.0
2021-10-22;48.856472;2.364354;1.0;0;False;;;;;1.0
2021-10-22;48.856472;2.364354;1.0;0;False;;;;;1.0
2023-04-11;48.823005;2.326634;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2023-04-11;48.823005;2.326634;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2023-04-11;48.823005;2.326634;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2023-04-11;48.823005;2.326634;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2023-04-11;48.823005;2.326634;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2023-04-11;48.823005;2.326634;1.0;0;True;gauche;même sens que la voie;couloir bus ouvert aux vélos;gauche;1.0
2023-04-11;48.823005;2.326634;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2019-09-24;48.86563899999999;2.37736;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2019-09-24;48.86563899999999;2.37736;1.0;0;True;gauche;même sens que la voie;double-sens cyclable simple;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;droit;même sens que la voie;couloir bus ouvert aux vélos;droit;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;gauche;sens contraire de la voie;bande cyclable;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2019-05-28;48.862218;2.339184;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;même sens que la voie;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-04-25;48.868402;2.379552;1.0;0;True;droit;;piste cyclable;droit;1.0
2020-09-15;48.864183;2.301561;1.0;0;False;;;;;1.0
2020-09-15;48.864183;2.301561;1.0;0;False;;;;;1.0
2020-07-21;48.85342;2.367191;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-07-21;48.85342;2.367191;1.0;0;True;droit;;bande cyclable;droit;1.0
2020-07-21;48.85342;2.367191;1.0;0;True;droit;;bande cyclable;droit;1.0
2021-03-22;48.869864;2.360715;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2021-04-25;48.835891;2.405671;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2021-04-25;48.835891;2.405671;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2021-04-25;48.835891;2.405671;1.0;0;True;droit;;bande cyclable;droit;1.0
2021-04-25;48.835891;2.405671;1.0;0;True;droit;;bande cyclable;droit;1.0
2022-11-21;48.872298;2.295283;1.0;0;True;droit;;bande cyclable;droit;1.0
2022-11-21;48.872298;2.295283;1.0;0;True;droit;;bande cyclable;droit;1.0
2022-11-21;48.872298;2.295283;1.0;0;True;droit;;bande cyclable;droit;1.0
2022-11-21;48.872298;2.295283;1.0;0;True;droit;;bande cyclable;droit;1.0
2022-11-21;48.872298;2.295283;1.0;0;True;droit;;bande cyclable;droit;1.0
2019-09-20;48.834114;2.443568;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2019-09-20;48.834114;2.443568;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-09-20;48.834114;2.443568;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-09-20;48.834114;2.443568;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-09-20;48.834114;2.443568;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-09-20;48.834114;2.443568;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-09-20;48.834114;2.443568;1.0;0;True;droit;;piste cyclable;droit;1.0
2019-09-20;48.834114;2.443568;1.0;0;True;droit;;piste cyclable;droit;1.0
2020-07-11;48.862472;2.366889;2.0;0;True;droit;;couloir bus ouvert aux vélos;droit;2.0
2020-07-11;48.862472;2.366889;2.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;2.0
2020-07-11;48.862472;2.366889;2.0;0;True;droit;;couloir bus ouvert aux vélos;droit;2.0
2020-07-11;48.862472;2.366889;2.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;2.0
2017-05-22;48.8574;2.38081;1.0;0;True;droit;;couloir bus ouvert aux vélos;droit;1.0
2017-05-22;48.8574;2.38081;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-04-13;48.88955457510687;2.3263469338417053;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-04-13;48.88955457510687;2.3263469338417053;1.0;0;True;gauche;même sens que la voie;bande cyclable;gauche;1.0
2022-07-27;48.863223;2.376061;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2022-07-27;48.863223;2.376061;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2022-07-27;48.863223;2.376061;1.0;0;True;droit;;piste cyclable;droit;1.0
2022-07-27;48.863223;2.376061;1.0;0;True;droit;;piste cyclable;droit;1.0
2022-07-27;48.863223;2.376061;1.0;0;True;droit;même sens que la voie;piste cyclable;droit;1.0
2022-07-27;48.863223;2.376061;1.0;0;True;gauche;sens contraire de la voie;piste cyclable;gauche;1.0
2022-06-26;48.842168;2.285548;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-06-26;48.842168;2.285548;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-06-26;48.842168;2.285548;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-06-26;48.842168;2.285548;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-06-26;48.842168;2.285548;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
2022-06-26;48.842168;2.285548;1.0;0;True;gauche;sens contraire de la voie;couloir bus ouvert aux vélos;gauche;1.0
